iteration,model_name,accuracy,precision,recall,f1_score,auc_roc,n_support_vectors
4,Nu_SVM,0.5921052631578947,0.5653303248150285,0.5921052631578947,0.56094491548019,0.6550724637681159,290
5,SVM_Linear,0.5394736842105263,0.519904149216355,0.5394736842105263,0.5253428024033784,0.4884057971014493,176
5,SVM_RBF,0.5394736842105263,0.5135338345864661,0.5394736842105263,0.5193575085062686,0.49420289855072463,292
5,SVM_Poly,0.5921052631578947,0.5612597066436584,0.5921052631578947,0.5527135595999344,0.5934782608695651,287
5,Nu_SVM,0.5526315789473685,0.5111842105263157,0.5526315789473685,0.5140969733603903,0.4666666666666667,291
6,SVM_Linear,0.5526315789473685,0.5313662945241893,0.5526315789473685,0.5361133603238867,0.5449275362318841,180
6,SVM_RBF,0.6052631578947368,0.5780984719864177,0.6052631578947368,0.5627325890483785,0.5630434782608695,298
6,SVM_Poly,0.5921052631578947,0.5244625648628614,0.5921052631578947,0.4900070689544374,0.5963768115942029,292
6,Nu_SVM,0.5921052631578947,0.5518954729481046,0.5921052631578947,0.5325029779458534,0.5289855072463768,296
7,SVM_Linear,0.5131578947368421,0.46489478931626177,0.5131578947368421,0.4759665120247427,0.45434782608695656,179
7,SVM_RBF,0.5657894736842105,0.5169012274275432,0.5657894736842105,0.5138176142297284,0.5847826086956522,290
7,SVM_Poly,0.6052631578947368,0.5691729323308271,0.6052631578947368,0.5145190562613431,0.6224637681159421,294
7,Nu_SVM,0.5394736842105263,0.4769295032452927,0.5394736842105263,0.4843520150921362,0.5644927536231884,289
8,SVM_Linear,0.6052631578947368,0.6008771929824561,0.6052631578947368,0.6026566783797351,0.5456521739130434,176
8,SVM_RBF,0.5657894736842105,0.5790390610673024,0.5657894736842105,0.5700125645679185,0.5695652173913044,291
8,SVM_Poly,0.5921052631578947,0.5770692111739562,0.5921052631578947,0.5795893392715638,0.5463768115942029,288
8,Nu_SVM,0.631578947368421,0.6212044534412956,0.631578947368421,0.6223893065998329,0.5594202898550724,286
9,SVM_Linear,0.5789473684210527,0.5650303643724697,0.5789473684210527,0.5684449218283805,0.5630434782608695,173
9,SVM_RBF,0.5526315789473685,0.525375939849624,0.5526315789473685,0.5298245614035088,0.5934782608695651,295
9,SVM_Poly,0.5131578947368421,0.46489478931626177,0.5131578947368421,0.4759665120247427,0.5884057971014494,290
9,Nu_SVM,0.5921052631578947,0.5568729516097937,0.5921052631578947,0.5432832133673205,0.5615942028985507,293
10,SVM_Linear,0.5657894736842105,0.5378578024007387,0.5657894736842105,0.5402375564431189,0.5144927536231885,176
10,SVM_RBF,0.5921052631578947,0.5731373889268626,0.5921052631578947,0.574288078962695,0.5492753623188406,293
10,SVM_Poly,0.5526315789473685,0.4760765550239235,0.5526315789473685,0.4807330827067669,0.5130434782608696,291
10,Nu_SVM,0.5526315789473685,0.5111842105263157,0.5526315789473685,0.5140969733603903,0.5166666666666666,291
11,SVM_Linear,0.5657894736842105,0.5433356117566643,0.5657894736842105,0.5468227937344818,0.6097826086956522,167
11,SVM_RBF,0.6052631578947368,0.5864661654135338,0.6052631578947368,0.585139318885449,0.6108695652173913,295
11,SVM_Poly,0.631578947368421,0.7709815078236131,0.631578947368421,0.5133771929824561,0.7007246376811594,296
11,Nu_SVM,0.5789473684210527,0.5511191772534785,0.5789473684210527,0.5506072874493927,0.591304347826087,296
12,SVM_Linear,0.5394736842105263,0.5475130744408591,0.5394736842105263,0.5426769170116302,0.5007246376811595,173
12,SVM_RBF,0.5657894736842105,0.5683267308055084,0.5657894736842105,0.566962804236316,0.5644927536231884,293
12,SVM_Poly,0.5526315789473685,0.5021828765462043,0.5526315789473685,0.5044302675881623,0.5880434782608696,289
12,Nu_SVM,0.5394736842105263,0.5257997936016511,0.5394736842105263,0.530409904799487,0.5289855072463767,290
13,SVM_Linear,0.47368421052631576,0.4337406015037594,0.47368421052631576,0.4468524251805985,0.4246376811594203,175
13,SVM_RBF,0.618421052631579,0.6056517421527567,0.618421052631579,0.6067126077056564,0.5340579710144928,292
13,SVM_Poly,0.5263157894736842,0.3458646616541353,0.5263157894736842,0.41742286751361163,0.5597826086956521,290
13,Nu_SVM,0.5394736842105263,0.48878343399482316,0.5394736842105263,0.49499918019347433,0.4782608695652174,290
14,SVM_Linear,0.5921052631578947,0.5731373889268626,0.5921052631578947,0.574288078962695,0.5166666666666666,172
14,SVM_RBF,0.5789473684210527,0.555921052631579,0.5789473684210527,0.5574819401444788,0.5246376811594202,299
14,SVM_Poly,0.5789473684210527,0.5129643962848297,0.5789473684210527,0.4976915974145891,0.601449275362319,296
14,Nu_SVM,0.5526315789473685,0.5021828765462043,0.5526315789473685,0.5044302675881623,0.5181159420289855,296
15,SVM_Linear,0.5789473684210527,0.5511191772534785,0.5789473684210527,0.5506072874493927,0.527536231884058,167
15,SVM_RBF,0.5789473684210527,0.5511191772534785,0.5789473684210527,0.5506072874493927,0.5681159420289855,289
15,SVM_Poly,0.618421052631579,0.7659649122807017,0.618421052631579,0.48566698003339465,0.6391304347826088,291
15,Nu_SVM,0.5921052631578947,0.5568729516097937,0.5921052631578947,0.5432832133673205,0.5304347826086957,289
16,SVM_Linear,0.5789473684210527,0.6078216374269005,0.5789473684210527,0.5833486154410416,0.5760869565217391,178
16,SVM_RBF,0.5394736842105263,0.5367996293006913,0.5394736842105263,0.538046866756832,0.5369565217391306,294
16,SVM_Poly,0.5657894736842105,0.5534571723426213,0.5657894736842105,0.5572436245252306,0.563768115942029,288
16,Nu_SVM,0.5526315789473685,0.5474624060150376,0.5526315789473685,0.5496775688303664,0.5297101449275362,292
17,SVM_Linear,0.5657894736842105,0.5484866801951556,0.5657894736842105,0.552466070837471,0.5594202898550725,172
17,SVM_RBF,0.6447368421052632,0.6320406278855032,0.6447368421052632,0.6238307279989155,0.6630434782608695,294
17,SVM_Poly,0.5921052631578947,0.537593984962406,0.5921052631578947,0.5061166429587483,0.6485507246376812,293
17,Nu_SVM,0.6447368421052632,0.6337359792924935,0.6447368421052632,0.6104279390063945,0.6333333333333333,292
18,SVM_Linear,0.5921052631578947,0.5811145510835913,0.5921052631578947,0.5840773442509742,0.567391304347826,162
18,SVM_RBF,0.5789473684210527,0.555921052631579,0.5789473684210527,0.5574819401444788,0.596376811594203,294
18,SVM_Poly,0.631578947368421,0.6180098684210527,0.631578947368421,0.5827751196172248,0.6043478260869566,294
18,Nu_SVM,0.5921052631578947,0.5612597066436584,0.5921052631578947,0.5527135595999344,0.5623188405797102,292
19,SVM_Linear,0.4868421052631579,0.48382051975132256,0.4868421052631579,0.4852522229576128,0.5173913043478261,180
19,SVM_RBF,0.5,0.511204481792717,0.5,0.5042613636363636,0.5065217391304347,288
19,SVM_Poly,0.5131578947368421,0.3871432312123592,0.5131578947368421,0.42732256099745625,0.5094202898550725,288
19,Nu_SVM,0.5526315789473685,0.5422672064777327,0.5526315789473685,0.5459743107769424,0.4920289855072464,284
